CVE ID,Description,CVSS Score,Attack Vector,Affected OS
CVE-2023-6129,"Issue summary: The POLY1305 MAC (message authentication code) implementation
contains a bug that might corrupt the internal state of applications running
on PowerPC CPU based platforms if the CPU provides vector instructions.

Impact summary: If an attacker can influence whether the POLY1305 MAC
algorithm is used, the application state might be corrupted with various
application dependent consequences.

The POLY1305 MAC (message authentication code) implementation in OpenSSL for
PowerPC CPUs restores the contents of vector registers in a different order
than they are saved. Thus the contents of some of these vector registers
are corrupted when returning to the caller. The vulnerable code is used only
on newer PowerPC processors supporting the PowerISA 2.07 instructions.

The consequences of this kind of internal application state corruption can
be various - from no consequences, if the calling application does not
depend on the contents of non-volatile XMM registers at all, to the worst
consequences, where the attacker could get complete control of the application
process. However unless the compiler uses the vector registers for storing
pointers, the most likely consequence, if any, would be an incorrect result
of some application dependent calculations or a crash leading to a denial of
service.

The POLY1305 MAC algorithm is most frequently used as part of the
CHACHA20-POLY1305 AEAD (authenticated encryption with associated data)
algorithm. The most common usage of this AEAD cipher is with TLS protocol
versions 1.2 and 1.3. If this cipher is enabled on the server a malicious
client can influence whether this AEAD cipher is used. This implies that
TLS server applications using OpenSSL can be potentially impacted. However
we are currently not aware of any concrete application that would be affected
by this issue therefore we consider this a Low severity security issue.",6.5,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:L/A:H,N/A
CVE-2024-22164,"In Splunk Enterprise Security (ES) versions below 7.1.2, an attacker can use investigation attachments to perform a denial of service (DoS) to the Investigation. The attachment endpoint does not properly limit the size of the request which lets an attacker cause the Investigation to become inaccessible.",4.3,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:L,N/A
CVE-2024-22165,"In Splunk Enterprise Security (ES) versions lower than 7.1.2, an attacker can create a malformed Investigation to perform a denial of service (DoS). The malformed investigation prevents the generation and rendering of the Investigations manager until it is deleted.<br>The vulnerability requires an authenticated session and access to create an Investigation. It only affects the availability of the Investigations manager, but without the manager, the Investigations functionality becomes unusable for most users.",6.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,N/A
CVE-2022-48618,"The issue was addressed with improved checks. This issue is fixed in macOS Ventura 13.1, watchOS 9.2, iOS 16.2 and iPadOS 16.2, tvOS 16.2. An attacker with arbitrary read and write capability may be able to bypass Pointer Authentication. Apple is aware of a report that this issue may have been exploited against versions of iOS released before iOS 15.7.1.",7.0,CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:H,"Apple Tvos, Apple Iphone Os, Apple Ipados, Apple Macos, Apple Watchos"
CVE-2024-0056,Microsoft.Data.SqlClient and System.Data.SqlClient SQL Data Provider Security Feature Bypass Vulnerability,8.7,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:C/C:H/I:H/A:N,"Microsoft Windows 11 22H2, Microsoft Windows Server 2008 r2, Microsoft Windows 10 21H2, Microsoft Windows 11 21H2, Microsoft Windows 10 22H2, Microsoft Windows 10 1809, Microsoft Windows Server 2012, Microsoft Windows Server 2019, Microsoft Windows Server 2022 23H2, Microsoft Windows Server 2008, Microsoft Windows 10 1607, Microsoft Windows Server 2016, Microsoft Windows Server 2022, Microsoft Windows Server 2012 r2, Microsoft Windows 11 23H2"
CVE-2024-0057,"NET, .NET Framework, and Visual Studio Security Feature Bypass Vulnerability",9.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,"Microsoft Windows 11 22H2, Microsoft Windows Server 2008 r2, Microsoft Windows 10 21H2, Microsoft Windows 11 21H2, Microsoft Windows 10 22H2, Microsoft Windows 10 1809, Microsoft Windows Server 2012, Microsoft Windows Server 2019, Microsoft Windows Server 2022 23H2, Microsoft Windows Server 2008, Microsoft Windows 10 1607, Microsoft Windows Server 2016, Microsoft Windows Server 2022, Microsoft Windows Server 2012 r2, Microsoft Windows 11 23H2"
CVE-2024-0226,Synopsys Seeker versions prior to 2023.12.0 are vulnerable to a stored cross-site scripting vulnerability through a specially crafted payload.,4.8,CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:C/C:L/I:L/A:N,N/A
CVE-2024-0340,"A vulnerability was found in vhost_new_msg in drivers/vhost/vhost.c in the Linux kernel, which does not properly initialize memory in messages passed between virtual guests and the host operating system in the vhost/vhost.c:vhost_new_msg() function. This issue can allow local privileged users to read some kernel memory contents when reading from the /dev/vhost-net device file.",4.4,CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:U/C:H/I:N/A:N,"Linux Linux Kernel 6.4, Linux Linux Kernel"
CVE-2024-20652,Windows HTML Platforms Security Feature Bypass Vulnerability,8.1,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,"Microsoft Windows 11 22H2, Microsoft Windows 10 21H2, Microsoft Windows 11 21H2, Microsoft Windows 10 1507, Microsoft Windows 10 22H2, Microsoft Windows 10 1809, Microsoft Windows Server 2008, Microsoft Windows Server 2012, Microsoft Windows Server 2019, Microsoft Windows 10 1607, Microsoft Windows Server 2016, Microsoft Windows Server 2022, Microsoft Windows Server 2012 r2, Microsoft Windows 11 23H2"
CVE-2024-20653,Microsoft Common Log File System Elevation of Privilege Vulnerability,7.8,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,"Microsoft Windows 11 22H2, Microsoft Windows 10 21H2, Microsoft Windows 11 21H2, Microsoft Windows 10 1507, Microsoft Windows 10 22H2, Microsoft Windows 10 1809, Microsoft Windows Server 2008, Microsoft Windows Server 2012, Microsoft Windows Server 2019, Microsoft Windows 10 1607, Microsoft Windows Server 2016, Microsoft Windows Server 2022, Microsoft Windows Server 2012 r2, Microsoft Windows 11 23H2"
CVE-2024-20654,Microsoft ODBC Driver Remote Code Execution Vulnerability,8.0,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:U/C:H/I:H/A:H,"Microsoft Windows 11 22H2, Microsoft Windows 10 21H2, Microsoft Windows 11 21H2, Microsoft Windows 10 1507, Microsoft Windows 10 22H2, Microsoft Windows 10 1809, Microsoft Windows Server 2008, Microsoft Windows Server 2012, Microsoft Windows Server 2019, Microsoft Windows 10 1607, Microsoft Windows Server 2016, Microsoft Windows Server 2022, Microsoft Windows Server 2012 r2, Microsoft Windows 11 23H2"
CVE-2024-20655,Microsoft Online Certificate Status Protocol (OCSP) Remote Code Execution Vulnerability,6.6,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:U/C:H/I:H/A:H,"Microsoft Windows Server 2008, Microsoft Windows Server 2012, Microsoft Windows Server 2019, Microsoft Windows Server 2022 23H2, Microsoft Windows Server 2016, Microsoft Windows Server 2022, Microsoft Windows Server 2012 r2"
CVE-2024-20656,Visual Studio Elevation of Privilege Vulnerability,7.8,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,N/A
CVE-2024-20657,Windows Group Policy Elevation of Privilege Vulnerability,7.0,CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:H,"Microsoft Windows 11 22H2, Microsoft Windows 10 21H2, Microsoft Windows 11 21H2, Microsoft Windows 10 1507, Microsoft Windows 10 22H2, Microsoft Windows 10 1809, Microsoft Windows Server 2008, Microsoft Windows Server 2012, Microsoft Windows Server 2019, Microsoft Windows 10 1607, Microsoft Windows Server 2016, Microsoft Windows Server 2022, Microsoft Windows Server 2012 r2, Microsoft Windows 11 23H2"
CVE-2024-20658,Microsoft Virtual Hard Disk Elevation of Privilege Vulnerability,7.8,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,"Microsoft Windows 11 22H2, Microsoft Windows 10 21H2, Microsoft Windows 11 21H2, Microsoft Windows 10 1507, Microsoft Windows 10 22H2, Microsoft Windows 10 1809, Microsoft Windows Server 2012, Microsoft Windows Server 2019, Microsoft Windows 10 1607, Microsoft Windows Server 2016, Microsoft Windows Server 2022, Microsoft Windows Server 2012 r2, Microsoft Windows 11 23H2"
CVE-2024-20660,Microsoft Message Queuing Information Disclosure Vulnerability,6.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,"Microsoft Windows 11 22H2, Microsoft Windows 10 21H2, Microsoft Windows 11 21H2, Microsoft Windows 10 1507, Microsoft Windows 10 22H2, Microsoft Windows 10 1809, Microsoft Windows Server 2008, Microsoft Windows Server 2012, Microsoft Windows Server 2019, Microsoft Windows 10 1607, Microsoft Windows Server 2016, Microsoft Windows Server 2022, Microsoft Windows Server 2012 r2, Microsoft Windows 11 23H2"
CVE-2024-20661,Microsoft Message Queuing (MSMQ) Denial of Service Vulnerability,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,"Microsoft Windows 11 22H2, Microsoft Windows 10 21H2, Microsoft Windows 11 21H2, Microsoft Windows 10 1507, Microsoft Windows 10 22H2, Microsoft Windows 10 1809, Microsoft Windows Server 2008, Microsoft Windows Server 2012, Microsoft Windows Server 2019, Microsoft Windows 10 1607, Microsoft Windows Server 2016, Microsoft Windows Server 2022, Microsoft Windows Server 2012 r2, Microsoft Windows 11 23H2"
CVE-2024-20662,Windows Online Certificate Status Protocol (OCSP) Information Disclosure Vulnerability,4.9,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:N/A:N,"Microsoft Windows Server 2008, Microsoft Windows Server 2012, Microsoft Windows Server 2019, Microsoft Windows Server 2022 23H2, Microsoft Windows Server 2016, Microsoft Windows Server 2022, Microsoft Windows Server 2012 r2"
CVE-2024-20663,Windows Message Queuing Client (MSMQC) Information Disclosure,6.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,"Microsoft Windows 11 22H2, Microsoft Windows 10 21H2, Microsoft Windows 11 21H2, Microsoft Windows 10 1507, Microsoft Windows 10 22H2, Microsoft Windows 10 1809, Microsoft Windows Server 2008, Microsoft Windows Server 2012, Microsoft Windows Server 2019, Microsoft Windows 10 1607, Microsoft Windows Server 2016, Microsoft Windows Server 2022, Microsoft Windows Server 2012 r2, Microsoft Windows 11 23H2"
CVE-2024-20664,Microsoft Message Queuing Information Disclosure Vulnerability,6.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,"Microsoft Windows 11 22H2, Microsoft Windows 10 21H2, Microsoft Windows 11 21H2, Microsoft Windows 10 1507, Microsoft Windows 10 22H2, Microsoft Windows 10 1809, Microsoft Windows Server 2008, Microsoft Windows Server 2012, Microsoft Windows Server 2019, Microsoft Windows 10 1607, Microsoft Windows Server 2016, Microsoft Windows Server 2022, Microsoft Windows Server 2012 r2, Microsoft Windows 11 23H2"
CVE-2024-20666,BitLocker Security Feature Bypass Vulnerability,6.6,CVSS:3.1/AV:P/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,"Microsoft Windows 11 22H2, Microsoft Windows 10 21H2, Microsoft Windows 11 21H2, Microsoft Windows 10 1507, Microsoft Windows 10 22H2, Microsoft Windows 10 1809, Microsoft Windows 10 1607, Microsoft Windows Server 2016, Microsoft Windows Server 2022, Microsoft Windows Server 2019, Microsoft Windows 11 23H2"
CVE-2024-20672,.NET Denial of Service Vulnerability,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,N/A
CVE-2024-20674,Windows Kerberos Security Feature Bypass Vulnerability,8.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,"Microsoft Windows 11 22H2, Microsoft Windows 10 21H2, Microsoft Windows 11 21H2, Microsoft Windows 10 1507, Microsoft Windows 10 22H2, Microsoft Windows 10 1809, Microsoft Windows Server 2008, Microsoft Windows Server 2012, Microsoft Windows Server 2019, Microsoft Windows 10 1607, Microsoft Windows Server 2016, Microsoft Windows Server 2022, Microsoft Windows Server 2012 r2, Microsoft Windows 11 23H2"
CVE-2024-20676,Azure Storage Mover Remote Code Execution Vulnerability,8.0,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:C/C:H/I:H/A:H,N/A
CVE-2024-20677,"A security vulnerability exists in FBX that could lead to remote code execution. To mitigate this vulnerability, the ability to insert FBX files has been disabled in Word, Excel, PowerPoint and Outlook for Windows and Mac. Versions of Office that had this feature enabled will no longer have access to it. This includes Office 2019, Office 2021, Office LTSC for Mac 2021, and Microsoft 365. As of February 13, 2024, the ability to insert FBX files has also been disabled in 3D Viewer.
3D models in Office documents that were previously inserted from a FBX file will continue to work as expected unless the Link to File option was chosen at insert time.
This change is effective as of the January 9, 2024 security update.",7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,N/A
CVE-2024-20680,Windows Message Queuing Client (MSMQC) Information Disclosure,6.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,"Microsoft Windows 11 22H2, Microsoft Windows 10 21H2, Microsoft Windows 11 21H2, Microsoft Windows 10 1507, Microsoft Windows 10 22H2, Microsoft Windows 10 1809, Microsoft Windows Server 2008, Microsoft Windows Server 2012, Microsoft Windows Server 2019, Microsoft Windows 10 1607, Microsoft Windows Server 2016, Microsoft Windows Server 2022, Microsoft Windows Server 2012 r2, Microsoft Windows 11 23H2"
CVE-2024-20681,Windows Subsystem for Linux Elevation of Privilege Vulnerability,7.8,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,"Microsoft Windows 11 22H2, Microsoft Windows 10 21H2, Microsoft Windows 11 21H2, Microsoft Windows 10 22H2, Microsoft Windows Server 2022 23H2, Microsoft Windows Server 2022, Microsoft Windows 11 23H2"
CVE-2024-20682,Windows Cryptographic Services Remote Code Execution Vulnerability,7.8,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,"Microsoft Windows 11 22H2, Microsoft Windows 10 21H2, Microsoft Windows 11 21H2, Microsoft Windows 10 1507, Microsoft Windows 10 22H2, Microsoft Windows 10 1809, Microsoft Windows Server 2012, Microsoft Windows Server 2019, Microsoft Windows 10 1607, Microsoft Windows Server 2016, Microsoft Windows Server 2022, Microsoft Windows Server 2012 r2, Microsoft Windows 11 23H2"
CVE-2024-20683,Win32k Elevation of Privilege Vulnerability,7.8,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,"Microsoft Windows 11 22H2, Microsoft Windows 10 21H2, Microsoft Windows 11 21H2, Microsoft Windows 10 1507, Microsoft Windows 10 22H2, Microsoft Windows 10 1809, Microsoft Windows Server 2008, Microsoft Windows Server 2012, Microsoft Windows Server 2019, Microsoft Windows 10 1607, Microsoft Windows Server 2016, Microsoft Windows Server 2022, Microsoft Windows Server 2012 r2, Microsoft Windows 11 23H2"
CVE-2024-20686,Win32k Elevation of Privilege Vulnerability,7.8,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,Microsoft Windows Server 2022 23H2
CVE-2024-20687,Microsoft AllJoyn API Denial of Service Vulnerability,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,"Microsoft Windows 11 22H2, Microsoft Windows 10 21H2, Microsoft Windows 11 21H2, Microsoft Windows 10 1507, Microsoft Windows 10 22H2, Microsoft Windows 10 1809, Microsoft Windows 10 1607, Microsoft Windows Server 2016, Microsoft Windows Server 2022, Microsoft Windows Server 2019, Microsoft Windows 11 23H2"
CVE-2024-20690,Windows Nearby Sharing Spoofing Vulnerability,6.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:H/A:N,"Microsoft Windows 11 22H2, Microsoft Windows 10 21H2, Microsoft Windows 11 21H2, Microsoft Windows 10 22H2, Microsoft Windows 10 1809, Microsoft Windows 11 23H2"
CVE-2024-20691,Windows Themes Information Disclosure Vulnerability,4.7,CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:U/C:H/I:N/A:N,"Microsoft Windows 11 22H2, Microsoft Windows 10 21H2, Microsoft Windows Server 2008 r2, Microsoft Windows 11 21H2, Microsoft Windows 10 1507, Microsoft Windows 10 22H2, Microsoft Windows 10 1809, Microsoft Windows Server 2012, Microsoft Windows Server 2019, Microsoft Windows 10 1607, Microsoft Windows Server 2016, Microsoft Windows Server 2022, Microsoft Windows Server 2012 r2, Microsoft Windows 11 23H2"
CVE-2024-20692,Microsoft Local Security Authority Subsystem Service Information Disclosure Vulnerability,5.7,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:U/C:H/I:N/A:N,"Microsoft Windows 11 22H2, Microsoft Windows 10 21H2, Microsoft Windows 11 21H2, Microsoft Windows 10 1507, Microsoft Windows 10 22H2, Microsoft Windows 10 1809, Microsoft Windows Server 2008, Microsoft Windows Server 2012, Microsoft Windows Server 2019, Microsoft Windows Server 2022 23H2, Microsoft Windows 10 1607, Microsoft Windows Server 2016, Microsoft Windows Server 2022, Microsoft Windows Server 2012 r2, Microsoft Windows 11 23H2"
